"","Gene symbol","Gene names","up_regulate","down_regulate","n_literature","up_down","percentage"
"2432","CXADR","coxsackie virus and adenovirus receptor",4,0,4,"up",1
"2433","CXCL1","chemokine (C-X-C motif) ligand 1",27,7,34,"up",0.794117647058823
"2434","CXCL10","chemokine (C-X-C motif) ligand 10",11,0,11,"up",1
"2435","CXCL11","chemokine (C-X-C motif) ligand 11",3,0,3,"up",1
"2436","CXCL12","chemokine (C-X-C motif) ligand 12",4,5,9,"down",0.555555555555556
"2437","CXCL13","chemokine (C-X-C motif) ligand 13",2,0,2,"up",1
"2438","CXCL14","chemokine (C-X-C motif) ligand 14",4,1,5,"up",0.8
"2439","CXCL16","chemokine (C-X-C motif) ligand 16",6,1,7,"up",0.857142857142857
"2440","CXCL2","chemokine (C-X-C motif) ligand 2",16,5,21,"up",0.761904761904762
"2441","CXCL3","chemokine (C-X-C motif) ligand 3",5,1,6,"up",0.833333333333333
"2442","CXCL5","chemokine (C-X-C motif) ligand 5",9,1,10,"up",0.9
"2443","CXCL6","C-X-C motif chemokine ligand 6",7,0,7,"up",1
"2444","CXCL8","C-X-C motif chemokine ligand 8",49,11,60,"up",0.816666666666667
"2445","CXCL9","chemokine (C-X-C motif) ligand 9",3,0,3,"up",1
"2446","CXCR1","chemokine (C-X-C motif) receptor 1",1,0,1,"up",1
"2447","CXCR2","chemokine (C-X-C motif) receptor 2",5,0,5,"up",1
"2448","CXCR3","chemokine (C-X-C motif) receptor 3",1,0,1,"up",1
"2449","CXCR4","chemokine (C-X-C motif) receptor 4",6,2,8,"up",0.75
"2450","CXCR6","chemokine (C-X-C motif) receptor 6",0,1,1,"down",1
"2451","CXXC1","CXXC finger 1 (PHD domain)",0,1,1,"down",1
"2452","CXXC4","CXXC finger 4",3,1,4,"up",0.75
"2453","CXXC5","CXXC finger 5",0,2,2,"down",1
"2454","CYB561","cytochrome b-561",2,0,2,"up",1
"2455","CYB561A3","cytochrome b561 family, member A3",5,0,5,"up",1
"2456","CYB561D1","cytochrome b-561 domain containing 1",1,0,1,"up",1
"2457","CYB5A","cytochrome b5 type A (microsomal)",0,1,1,"down",1
"2458","CYB5B","cytochrome b5 type B",0,1,1,"down",1
"2459","CYB5D2","cytochrome b5 domain containing 2",2,0,2,"up",1
"2460","CYB5R1","cytochrome b5 reductase 1",2,0,2,"up",1
"2461","CYB5R2","cytochrome b5 reductase 2",2,0,2,"up",1
"2462","CYB5R3","cytochrome b5 reductase 3",2,1,3,"up",0.666666666666667
"2463","CYB5RL","cytochrome b5 reductase-like",0,1,1,"down",1
"2464","CYBA","cytochrome b-245, alpha polypeptide",1,1,2,"down",0.5
"2465","CYBB","cytochrome b-245, beta polypeptide",3,1,4,"up",0.75
"2466","CYBRD1","cytochrome b reductase 1",5,1,6,"up",0.833333333333333
"2467","CYC1","cytochrome c-1",1,1,2,"down",0.5
"2468","CYCS","cytochrome c, somatic",2,0,2,"up",1
"2469","CYFIP1","cytoplasmic FMR1 interacting protein 1",1,0,1,"up",1
"2470","CYFIP2","cytoplasmic FMR1 interacting protein 2",3,0,3,"up",1
"2471","CYGB","cytoglobin",4,3,7,"up",0.571428571428571
"2472","CYHR1","cysteine and histidine rich 1",1,0,1,"up",1
"2473","CYLD","CYLD lysine 63 deubiquitinase",2,0,2,"up",1
"2474","CYP19A1","cytochrome P450, family 19, subfamily a, polypeptide 1",2,0,2,"up",1
"2475","CYP1A1","cytochrome P450, family 1, subfamily a, polypeptide 1",1,0,1,"up",1
"2476","CYP1B1","cytochrome P450, family 1, subfamily b, polypeptide 1",5,1,6,"up",0.833333333333333
"2477","CYP20A1","cytochrome P450, family 20, subfamily a, polypeptide 1",0,1,1,"down",1
"2478","CYP24A1","cytochrome P450, family 24, subfamily a, polypeptide 1",1,1,2,"down",0.5
"2479","CYP26B1","cytochrome P450, family 26, subfamily b, polypeptide 1",3,1,4,"up",0.75
"2480","CYP27A1","cytochrome P450, family 27, subfamily a, polypeptide 1",2,0,2,"up",1
"2481","CYP27B1","cytochrome P450, family 27, subfamily b, polypeptide 1",1,1,2,"down",0.5
"2482","CYP27C1","cytochrome P450 family 27 subfamily C member 1",1,0,1,"up",1
"2483","CYP2C9","cytochrome P450 family 2 subfamily C member 9",1,0,1,"up",1
"2484","CYP2E1","cytochrome P450, family 2, subfamily e, polypeptide 1",1,0,1,"up",1
"2485","CYP2J2","cytochrome P450 family 2 subfamily J member 2",2,1,3,"up",0.666666666666667
"2486","CYP2S1","cytochrome P450, family 2, subfamily s, polypeptide 1",0,2,2,"down",1
"2487","CYP2U1","cytochrome P450, family 2, subfamily u, polypeptide 1",2,0,2,"up",1
"2488","CYP3A4","cytochrome P450 family 3 subfamily A member 4",1,1,2,"down",0.5
"2489","CYP3A7","cytochrome P450 family 3 subfamily A member 7",2,0,2,"up",1
"2490","CYP4F11","cytochrome P450 family 4 subfamily F member 11",0,1,1,"down",1
"2491","CYP4F2","cytochrome P450 family 4 subfamily F member 2",1,0,1,"up",1
"2492","CYP4F24P","cytochrome P450 family 4 subfamily F member 24, pseudogene",0,1,1,"down",1
"2493","CYP4F29P","cytochrome P450 family 4 subfamily F member 29, pseudogene",0,1,1,"down",1
"2494","CYP4F3","cytochrome P450 family 4 subfamily F member 3",1,0,1,"up",1
"2495","CYP4F35P","cytochrome P450 family 4 subfamily F member 35, pseudogene",0,1,1,"down",1
"2496","CYP4V2","cytochrome P450 family 4 subfamily V member 2",1,0,1,"up",1
"2497","CYP4X1","cytochrome P450, family 4, subfamily x, polypeptide 1",1,0,1,"up",1
"2498","CYP51A1","cytochrome P450 family 51 subfamily A member 1",1,2,3,"down",0.666666666666667
"2499","CYREN","cell cycle regulator of NHEJ",0,0,0,"down",NA
"2500","CYRIA","CYFIP related Rac1 interactor A",0,0,0,"down",NA
"2501","CYS1","cystin 1",1,0,1,"up",1
"2502","CYSLTR1","cysteinyl leukotriene receptor 1",0,1,1,"down",1
"2503","CYSLTR2","cysteinyl leukotriene receptor 2",0,1,1,"down",1
"2504","CYSRT1","cysteine rich tail 1",1,0,1,"up",1
"2505","CYSTM1","cysteine-rich transmembrane module containing 1",1,1,2,"down",0.5
"2506","CYTB","cytochrome b",0,1,1,"down",1
"2507","CYTH1","cytohesin 1",1,0,1,"up",1
"2508","CYTH2","cytohesin 2",2,0,2,"up",1
"2509","CYTH4","cytohesin 4",2,0,2,"up",1
"2510","CYTL1","cytokine-like 1",1,1,2,"down",0.5
"2511","CYTOR","cytoskeleton regulator RNA",0,1,1,"down",1
"2512","CZIB","CXXC motif containing zinc binding protein",0,0,0,"down",NA
"2513","CARS","cysteinyl-tRNA synthetase",1,1,2,"down",0.5
"2514","CCDC84","coiled-coil domain containing 84",1,0,1,"up",1
"2515","CCL27A","chemokine (C-C motif) ligand 27A",0,1,1,"down",1
"2516","CCL9","chemokine (C-C motif) ligand 9",1,0,1,"up",1
"2517","CP2","cleft palate 2",1,0,1,"up",1
"2518","D2HGDH","D-2-hydroxyglutarate dehydrogenase",1,0,1,"up",1
"2519","DAAM1","dishevelled associated activator of morphogenesis 1",1,2,3,"down",0.666666666666667
"2520","DAAM2","dishevelled associated activator of morphogenesis 2",1,1,2,"down",0.5
"2521","DAB1","disabled 1",0,2,2,"down",1
"2522","DAB2","disabled 2, mitogen-responsive phosphoprotein",2,2,4,"down",0.5
"2523","DAB2IP","disabled 2 interacting protein",1,1,2,"down",0.5
"2524","DACH1","dachshund family transcription factor 1",2,1,3,"up",0.666666666666667
"2525","DACH2","dachshund family transcription factor 2",2,0,2,"up",1
"2526","DACT1","dishevelled-binding antagonist of beta-catenin 1",2,0,2,"up",1
"2527","DACT2","dishevelled-binding antagonist of beta-catenin 2",0,1,1,"down",1
"2528","DACT3","dishevelled-binding antagonist of beta-catenin 3",2,0,2,"up",1
"2529","DAD1","defender against cell death 1",1,2,3,"down",0.666666666666667
"2530","DAG1","dystroglycan 1",1,1,2,"down",0.5
"2531","DAGLA","diacylglycerol lipase, alpha",1,1,2,"down",0.5
"2532","DALRD3","DALR anticodon binding domain containing 3",0,1,1,"down",1
"2533","DANCR","differentiation antagonizing non-protein coding RNA",0,1,1,"down",1
"2534","DAP","death-associated protein",1,0,1,"up",1
"2535","DAP3","death associated protein 3",0,1,1,"down",1
"2536","DAPK1","death associated protein kinase 1",2,1,3,"up",0.666666666666667
"2537","DAPK2","death-associated protein kinase 2",3,0,3,"up",1
"2538","DAPK3","death-associated protein kinase 3",2,0,2,"up",1
"2539","DAPP1","dual adaptor for phosphotyrosine and 3-phosphoinositides 1",1,3,4,"down",0.75
"2540","DARS2","aspartyl-tRNA synthetase 2 (mitochondrial)",1,2,3,"down",0.666666666666667
"2541","DAXX","Fas death domain-associated protein",0,1,1,"down",1
"2542","DAZAP1","DAZ associated protein 1",0,2,2,"down",1
"2543","DAZL","deleted in azoospermia-like",0,1,1,"down",1
"2544","DBF4","DBF4 zinc finger",0,3,3,"down",1
"2545","DBF4B","DBF4 zinc finger B",0,4,4,"down",1
"2546","DBH","dopamine beta hydroxylase",0,2,2,"down",1
"2547","DBI","diazepam binding inhibitor",0,1,1,"down",1
"2548","DBN1","drebrin 1",1,0,1,"up",1
"2549","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1",1,0,1,"up",1
"2550","DBNDD2","dysbindin (dystrobrevin binding protein 1) domain containing 2",1,0,1,"up",1
"2551","DBNL","drebrin-like",0,2,2,"down",1
"2552","DBP","D site albumin promoter binding protein",2,1,3,"up",0.666666666666667
"2553","DBR1","debranching RNA lariats 1",0,1,1,"down",1
"2554","DCAF1","DDB1 and CUL4 associated factor 1",0,1,1,"down",1
"2555","DCAF12","DDB1 and CUL4 associated factor 12",0,1,1,"down",1
"2556","DCAF13","DDB1 and CUL4 associated factor 13",0,2,2,"down",1
"2557","DCAF13P3","DDB1 and CUL4 associated factor 13 pseudogene 3",0,1,1,"down",1
"2558","DCAF15","DDB1 and CUL4 associated factor 15",0,2,2,"down",1
"2559","DCAF17","DDB1 and CUL4 associated factor 17",0,1,1,"down",1
"2560","DCAF4","DDB1 and CUL4 associated factor 4",0,1,1,"down",1
"2561","DCAF4L1","DDB1 and CUL4 associated factor 4 like 1",0,1,1,"down",1
"2562","DCAF6","DDB1 and CUL4 associated factor 6",1,0,1,"up",1
"2563","DCAF7","DDB1 and CUL4 associated factor 7",0,1,1,"down",1
"2564","DCAKD","dephospho-CoA kinase domain containing",2,0,2,"up",1
"2565","DCBLD1","discoidin, CUB and LCCL domain containing 1",2,0,2,"up",1
"2566","DCBLD2","discoidin, CUB and LCCL domain containing 2",3,0,3,"up",1
"2567","DCC","deleted in colorectal carcinoma",2,0,2,"up",1
"2568","DCDC2","doublecortin domain containing 2",2,0,2,"up",1
"2569","DCDC2C","doublecortin domain containing 2C",1,0,1,"up",1
"2570","DCHS1","dachsous cadherin related 1",1,1,2,"down",0.5
"2571","DCHS2","dachsous cadherin related 2",1,1,2,"down",0.5
"2572","DCK","deoxycytidine kinase",0,1,1,"down",1
"2573","DCLK1","doublecortin-like kinase 1",3,1,4,"up",0.75
"2574","DCLK2","doublecortin-like kinase 2",1,1,2,"down",0.5
"2575","DCLK3","doublecortin-like kinase 3",1,0,1,"up",1
"2576","DCLRE1A","DNA cross-link repair 1A",1,2,3,"down",0.666666666666667
"2577","DCLRE1B","DNA cross-link repair 1B",0,1,1,"down",1
"2578","DCLRE1C","DNA cross-link repair 1C",0,3,3,"down",1
"2579","DCN","decorin",2,2,4,"down",0.5
"2580","DCP2","decapping mRNA 2",1,1,2,"down",0.5
"2581","DCPS","decapping enzyme, scavenger",0,2,2,"down",1
"2582","DCST2","DC-STAMP domain containing 2",2,0,2,"up",1
"2583","DCSTAMP","dendrocyte expressed seven transmembrane protein",2,0,2,"up",1
"2584","DCTD","dCMP deaminase",1,1,2,"down",0.5
"2585","DCTN1","dynactin 1",1,0,1,"up",1
"2586","DCTN2","dynactin 2",1,0,1,"up",1
"2587","DCTN3","dynactin 3",0,1,1,"down",1
"2588","DCTN4","dynactin 4",1,1,2,"down",0.5
"2589","DCTN5","dynactin 5",1,0,1,"up",1
"2590","DCTN6","dynactin 6",1,1,2,"down",0.5
"2591","DCTPP1","dCTP pyrophosphatase 1",0,2,2,"down",1
"2592","DCUN1D1","DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",0,1,1,"down",1
"2593","DCUN1D3","DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)",2,0,2,"up",1
"2594","DCUN1D4","DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)",0,1,1,"down",1
"2595","DCUN1D5","DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)",0,2,2,"down",1
"2596","DCX","doublecortin",0,2,2,"down",1
"2597","DCXR","dicarbonyl L-xylulose reductase",0,1,1,"down",1
"2598","DDA1","DET1 and DDB1 associated 1",2,0,2,"up",1
"2599","DDAH1","dimethylarginine dimethylaminohydrolase 1",3,3,6,"down",0.5
"2600","DDB1","damage specific DNA binding protein 1",2,1,3,"up",0.666666666666667
"2601","DDB2","damage specific DNA binding protein 2",6,1,7,"up",0.857142857142857
"2602","DDHD1","DDHD domain containing 1",1,0,1,"up",1
"2603","DDIAS","DNA damage-induced apoptosis suppressor",0,5,5,"down",1
"2604","DDIT3","DNA-damage inducible transcript 3",6,1,7,"up",0.857142857142857
"2605","DDIT4","DNA-damage-inducible transcript 4",5,4,9,"up",0.555555555555556
"2606","DDIT4L","DNA-damage-inducible transcript 4-like",1,0,1,"up",1
"2607","DDO","D-aspartate oxidase",2,0,2,"up",1
"2608","DDOST","dolichyl-di-phosphooligosaccharide-protein glycotransferase",1,0,1,"up",1
"2609","DDR1","discoidin domain receptor family, member 1",1,0,1,"up",1
"2610","DDR2","discoidin domain receptor family, member 2",3,1,4,"up",0.75
"2611","DDRGK1","DDRGK domain containing 1",3,0,3,"up",1
"2612","DDT","D-dopachrome tautomerase",1,0,1,"up",1
"2613","DDX1","DEAD box helicase 1",0,1,1,"down",1
"2614","DDX10","DEAD box helicase 10",0,3,3,"down",1
"2615","DDX11","DEAD/H box helicase 11",0,4,4,"down",1
"2616","DDX11-AS1","DDX11 antisense RNA 1",1,0,1,"up",1
"2617","DDX11L2","DEAD/H-box helicase 11 like 2 (pseudogene)",1,0,1,"up",1
"2618","DDX12P","DEAD/H-box helicase 12, pseudogene",0,3,3,"down",1
"2619","DDX17","DEAD box helicase 17",1,1,2,"down",0.5
"2620","DDX18","DEAD box helicase 18",0,2,2,"down",1
"2621","DDX19B","DEAD box helicase 19b",1,1,2,"down",0.5
"2622","DDX21","DExD box helicase 21",0,3,3,"down",1
"2623","DDX23","DEAD box helicase 23",0,1,1,"down",1
"2624","DDX24","DEAD box helicase 24",1,1,2,"down",0.5
"2625","DDX39A","DEAD box helicase 39a",1,1,2,"down",0.5
"2626","DDX3Y","DEAD box helicase 3, Y-linked",1,2,3,"down",0.666666666666667
"2627","DDX46","DEAD box helicase 46",0,1,1,"down",1
"2628","DDX47","DEAD box helicase 47",1,0,1,"up",1
"2629","DDX49","DEAD box helicase 49",3,0,3,"up",1
"2630","DDX5","DEAD box helicase 5",0,3,3,"down",1
"2631","DDX51","DEAD box helicase 51",0,2,2,"down",1
"2632","DDX54","DEAD box helicase 54",0,1,1,"down",1
"2633","DDX55","DEAD box helicase 55",1,0,1,"up",1
"2634","DDX56","DEAD box helicase 56",0,1,1,"down",1
"2635","DDX58","DEAD/H box helicase 58",2,1,3,"up",0.666666666666667
"2636","DDX59","DEAD box helicase 59",1,0,1,"up",1
"2637","DDX60","DExD/H box helicase 60",2,0,2,"up",1
"2638","DDX60L","DExD/H-box 60 like",1,0,1,"up",1
"2639","DEDD2","death effector domain-containing DNA binding protein 2",1,0,1,"up",1
"2640","DEFA6","defensin, alpha, 6",1,0,1,"up",1
"2641","DEFA8P","defensin alpha 8, pseudogene",1,0,1,"up",1
"2642","DEFA9P","defensin alpha 9, pseudogene",1,0,1,"up",1
"2643","DEGS1","delta(4)-desaturase, sphingolipid 1",1,0,1,"up",1
"2644","DEK","DEK proto-oncogene (DNA binding)",0,3,3,"down",1
"2645","DELEC1","deleted in esophageal cancer 1",1,0,1,"up",1
"2646","DENND10","DENN domain containing 10",0,0,0,"down",NA
"2647","DENND11","DENN domain containing 11",0,0,0,"down",NA
"2648","DENND1A","DENN/MADD domain containing 1A",1,0,1,"up",1
"2649","DENND1B","DENN/MADD domain containing 1B",0,1,1,"down",1
"2650","DENND1C","DENN/MADD domain containing 1C",1,0,1,"up",1
"2651","DENND2A","DENN/MADD domain containing 2A",1,1,2,"down",0.5
"2652","DENND2D","DENN/MADD domain containing 2D",1,1,2,"down",0.5
"2653","DENND3","DENN/MADD domain containing 3",2,0,2,"up",1
"2654","DENND4A","DENN/MADD domain containing 4A",1,1,2,"down",0.5
"2655","DENND4C","DENN/MADD domain containing 4C",1,0,1,"up",1
"2656","DENND5B","DENN/MADD domain containing 5B",1,0,1,"up",1
"2657","DENND6B","DENN/MADD domain containing 6B",2,0,2,"up",1
"2658","DEPDC1","DEP domain containing 1",0,7,7,"down",1
"2659","DEPDC1B","DEP domain containing 1B",0,7,7,"down",1
"2660","DEPDC5","DEP domain containing 5",0,1,1,"down",1
"2661","DEPDC7","DEP domain containing 7",1,0,1,"up",1
"2662","DEPP1","DEPP1 autophagy regulator",3,0,3,"up",1
"2663","DEPTOR","DEP domain containing MTOR-interacting protein",1,1,2,"down",0.5
"2664","DERA","deoxyribose-phosphate aldolase (putative)",0,2,2,"down",1
"2665","DERL3","Der1-like domain family, member 3",0,1,1,"down",1
"2666","DES","desmin",1,1,2,"down",0.5
"2667","DESI1","desumoylating isopeptidase 1",1,1,2,"down",0.5
"2668","DET1","de-etiolated homolog 1 (Arabidopsis)",0,1,1,"down",1
"2669","DEUP1","deuterosome assembly protein 1",1,0,1,"up",1
"2670","DEXI","dexamethasone-induced transcript",1,0,1,"up",1
"2671","DFFB","DNA fragmentation factor, beta subunit",0,1,1,"down",1
"2672","DGAT2","diacylglycerol O-acyltransferase 2",5,2,7,"up",0.714285714285714
"2673","DGCR5","DiGeorge syndrome critical region gene 5",1,1,2,"down",0.5
"2674","DGCR6","DiGeorge syndrome critical region gene 6",1,0,1,"up",1
"2675","DGCR8","DGCR8, microprocessor complex subunit",0,1,1,"down",1
"2676","DGKA","diacylglycerol kinase, alpha",2,0,2,"up",1
"2677","DGKB","diacylglycerol kinase, beta",0,1,1,"down",1
"2678","DGKD","diacylglycerol kinase, delta",1,0,1,"up",1
"2679","DGKE","diacylglycerol kinase, epsilon",1,0,1,"up",1
"2680","DGKG","diacylglycerol kinase, gamma",1,0,1,"up",1
"2681","DGKH","diacylglycerol kinase, eta",2,0,2,"up",1
"2682","DGKQ","diacylglycerol kinase, theta",2,0,2,"up",1
"2683","DGKZ","diacylglycerol kinase zeta",2,1,3,"up",0.666666666666667
"2684","DGLUCY","D-glutamate cyclase",2,0,2,"up",1
"2685","DGS2","DiGeorge syndrome/velocardiofacial syndrome complex 2",1,0,1,"up",1
"2686","DGUOK","deoxyguanosine kinase",0,1,1,"down",1
"2687","DHCR24","24-dehydrocholesterol reductase",3,1,4,"up",0.75
"2688","DHCR7","7-dehydrocholesterol reductase",2,1,3,"up",0.666666666666667
"2689","DHDDS","dehydrodolichyl diphosphate synthase",1,0,1,"up",1
"2690","DHFR","dihydrofolate reductase",1,2,3,"down",0.666666666666667
"2691","DHFR2","dihydrofolate reductase 2",1,0,1,"up",1
"2692","DHODH","dihydroorotate dehydrogenase",0,1,1,"down",1
"2693","DHRS1","dehydrogenase/reductase (SDR family) member 1",2,0,2,"up",1
"2694","DHRS11","dehydrogenase/reductase (SDR family) member 11",0,1,1,"down",1
"2695","DHRS13","dehydrogenase/reductase (SDR family) member 13",3,2,5,"up",0.6
"2696","DHRS2","dehydrogenase/reductase member 2",2,2,4,"down",0.5
"2697","DHRS3","dehydrogenase/reductase (SDR family) member 3",3,2,5,"up",0.6
"2698","DHRS4","dehydrogenase/reductase (SDR family) member 4",0,1,1,"down",1
"2699","DHRS4-AS1","DHRS4 antisense RNA 1",0,1,1,"down",1
"2700","DHRS4L1","dehydrogenase/reductase 4 like 1",0,1,1,"down",1
"2701","DHRS4L2","dehydrogenase/reductase 4 like 2",0,1,1,"down",1
"2702","DHRS7","dehydrogenase/reductase (SDR family) member 7",2,0,2,"up",1
"2703","DHRS7B","dehydrogenase/reductase (SDR family) member 7B",2,0,2,"up",1
"2704","DHRS9","dehydrogenase/reductase (SDR family) member 9",1,0,1,"up",1
"2705","DHTKD1","dehydrogenase E1 and transketolase domain containing 1",0,2,2,"down",1
"2706","DHX15","DEAH (Asp-Glu-Ala-His) box polypeptide 15",0,1,1,"down",1
"2707","DHX29","DEAH (Asp-Glu-Ala-His) box polypeptide 29",0,1,1,"down",1
"2708","DHX32","DEAH (Asp-Glu-Ala-His) box polypeptide 32",1,0,1,"up",1
"2709","DHX33","DEAH (Asp-Glu-Ala-His) box polypeptide 33",0,1,1,"down",1
"2710","DHX34","DEAH (Asp-Glu-Ala-His) box polypeptide 34",1,2,3,"down",0.666666666666667
"2711","DHX37","DEAH (Asp-Glu-Ala-His) box polypeptide 37",0,1,1,"down",1
"2712","DHX38","DEAH (Asp-Glu-Ala-His) box polypeptide 38",1,0,1,"up",1
"2713","DHX40","DEAH (Asp-Glu-Ala-His) box polypeptide 40",0,1,1,"down",1
"2714","DHX57","DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57",0,1,1,"down",1
"2715","DHX58","DEXH (Asp-Glu-X-His) box polypeptide 58",2,1,3,"up",0.666666666666667
"2716","DHX8","DEAH (Asp-Glu-Ala-His) box polypeptide 8",0,1,1,"down",1
"2717","DHX9","DEAH (Asp-Glu-Ala-His) box polypeptide 9",0,2,2,"down",1
"2718","DIABLO","diablo, IAP-binding mitochondrial protein",1,0,1,"up",1
"2719","DIAPH2","diaphanous related formin 2",1,0,1,"up",1
"2720","DIAPH3","diaphanous related formin 3",0,5,5,"down",1
"2721","DICER1","dicer 1, ribonuclease type III",0,6,6,"down",1
